Case ID,PR_Link,Conversation_Link,Outcome_Class,Context,Specificity,Verification,Rationale,PQS ,PR_Size,Log_PR_Size,Has_Code,Adopt_Any,Fraction_Adopted,Status,Exp_Author_Repo,Time_To_Event,PR_Language,Merged_By_Author,Closed_By_Author,Closed_By_Author_new,Case_ID,PQS,Repository,PR_Number,Merged,Closed,Generated_Code,Adopted_Code,Resolved,Close_Event,Merge_Event
CL-18,https://github.com/openadaptai/openadapt/pull/228,https://chat.openai.com/share/dda1e1e2-f52f-49c1-ac2e-ece2f0488cb7,CL,0.0,1.0,0.0,"general inquiry, no code snippet, no files, Specificity (1): The goal is clear—to enumerate a hierarchy of GUI actions at different abstraction levels—but there are no explicit constraints, formal structure requirements, or output format beyond narrative listing. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query to enumerate actions that one takes when operating GUI desktop applications for typical day-to-day tasks",1,56.0,4.043051268,0.0,,,closed,0.0,17.0,Python,,0.0,0.0,CL-18,1,openadaptai/openadapt,228,0,1,0,0,1,1,0
CL-19,https://github.com/technotog/getentry/pull/4,https://chat.openai.com/share/b7072bfa-f783-46cc-a157-63f2662341b8,CL,2.0,1.0,1.0,"Context was scored 2 because the prompt provides python code snippets with detailed function implementations.This provides clear locus and concrete evidence. Specificity (1): The goal is clear—to determine whether the provided script can be used as a web API and how to adapt it for request handling—but the scope broadens across API design, security, deployment, and parameter passing without a bounded final requirement or specified output format. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided code is usable as an api for the website and also whether the request parameter can be passed to the api.",4,532.0,6.278521424,1.0,,,closed,0.0,10.0,Python,,0.0,1.0,CL-19,4,technotog/getentry,4,0,1,0,0,1,1,0
CL-20,https://github.com/plausible/analytics/pull/3792,https://chat.openai.com/share/0b0e72db-3126-4348-90d1-2f8616f89a16,CL,,,,,0,60.0,4.110873864,,,,closed,62.0,8.0,JavaScript,,0.0,1.0,CL-20,0,plausible/analytics,3792,0,1,0,0,1,1,0
CL-21,https://github.com/pydata/xarray/pull/8208,https://chat.openai.com/share/5c1e3d71-ebf8-4bc1-a861-288d6dc83f55,CL,2.0,1.0,0.0,"Context was scored 2 because the prompt provides code snippets with function implementations and error message.This provides clear locus and concrete evidence. Specificity (1): The goal is clear—understand why a cast is required for type checking—but the request does not impose explicit constraints, output format, or acceptance criteria beyond explanatory reasoning. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just an inquiry on understanding why the cast occurs.",3,197.0,5.288267031,1.0,,,closed,14.0,1.0,Python,,0.0,1.0,CL-21,3,pydata/xarray,8208,0,1,0,0,1,1,0
CL-22,https://github.com/dwyl/imgup/pull/64,https://chat.openai.com/share/522cd0a9-1646-49a9-ac05-f9207d903b1b,CL,1.0,1.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning about technoligies like AWS S3 and the Elixir programming language. Specificity (1): The goal is clear—to write a script that uploads an image to AWS S3 using Elixir—but the prompt does not define scope constraints (e.g., authentication method requirements, error handling expectations) or require a particular output format beyond a general script example. Verification was scored 1 because verification is is implicity implied, but no explicit correction conditions and test conditons are specifed. It can be checked wether the written scrips uploads the image to AWS.",3,14.0,2.708050201,1.0,,,closed,2.0,1.0,Markdown,,0.0,1.0,CL-22,3,dwyl/imgup,64,0,1,0,0,1,1,0
CL-23,https://github.com/gcarlos64/linux/pull/4,https://chat.openai.com/share/4830db0c-0be9-4ea5-9c28-68bf59c342f6,CL,,,,,0,123.0,4.820281566,,,,closed,0.0,6.0,C,,0.0,1.0,CL-23,0,gcarlos64/linux,4,0,1,0,0,1,1,0
CL-24,https://github.com/osrsb/osrsbot/pull/301,https://chat.openai.com/share/633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b,CL,2.0,1.0,0.0,"Context was scored 2 because the prompt provides exact functions and codes that have bugs/issues to be resolved used and provides grounding evidence e.g getPointNearCenter(), getPointInRange. This provides clear locus and concrete evidence. Specificity (1): The goal is clear—to diagnose and fix several bugs related to point generation and inventory handling—but the scope expands across multiple unrelated methods and issues without a single bounded request or explicit output constraints. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations, test rules that can be used to verify whether the code that had bugs now works as expected.",3,6993.0,8.852807918,1.0,,,closed,3.0,14.0,Java,,0.0,0.0,CL-24,3,osrsb/osrsbot,301,0,1,0,0,1,1,0
CL-25,https://github.com/prometheus-operator/website/pull/77,https://chat.openai.com/share/e21fc4c0-6dfd-4e22-8732-2e7d17ef6585,CL,0.0,0.0,0.0,"Context was scored 0 because the prompt asks a general question inquiring about SEO. Specificity (0): The prompt is broad and exploratory, asking for general explanations about why documentation organization matters and why content structure is relevant for SEO, without defining scope, constraints, target audience, or a bounded output format. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query on why someone should care about how the project's documentation is organized in the project's website",0,93.0,4.543294782,0.0,,,closed,0.0,13.0,Markdown,,0.0,1.0,CL-25,0,prometheus-operator/website,77,0,1,0,0,1,1,0
CL-26,https://github.com/tisunion/primebackup/pull/10,https://chat.openai.com/share/bde25430-a750-4f2d-84bc-42e934a85c60,CL,2.0,1.0,0.0,"Context was scored 2 because the prompt mentions about bukkit plugin(technologies) and provides symbols and json snippets.This provides clear locus and concrete evidence. Specificity (1): The goal is clear—choose between ""these"" and ""them"" for a blank in a given sentence—but the scope is narrow and lacks additional constraints or structured output requirements. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual clarification on which of the terms to use to fill the blanks whether them or these.",3,8.0,2.197224577,1.0,,,closed,0.0,3.0,Markdown,,0.0,0.0,CL-26,3,tisunion/primebackup,10,0,1,0,0,1,1,0
CL-27,https://github.com/voicevox/voicevox/pull/1492,https://chat.openai.com/share/701a5fb7-dc5d-46df-b1b0-fed9442fd62b,CL,1.0,0.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about variable names and gives an example i.e current. Specificity (0): The prompt is exploratory and open-ended, asking for naming suggestions without defining constraints, scope (e.g., language conventions, project style guide), or a structured output requirement. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query on what to name a variable as its values change",1,551.0,6.313548046,0.0,,,closed,24.0,18.0,TypeScript,,0.0,1.0,CL-27,1,voicevox/voicevox,1492,0,1,0,0,1,1,0
CL-28,https://github.com/paul-gauthier/aider/pull/119,https://chat.openai.com/share/4555f0ea-1e7b-49f5-a18e-f7daba6ffb5f,CL,,0.0,,"Specificity (0): The prompt is exploratory and open-ended, asking for naming advice without defining scope, constraints (such as language conventions or project style guides), or a structured output requirement.",0,72.0,4.290459441,,,,closed,0.0,14.0,Markdown,,0.0,1.0,CL-28,0,paul-gauthier/aider,119,0,1,0,0,1,1,0
CL-29,https://github.com/open-learning-exchange/myplanet/pull/2214,https://chat.openai.com/share/be516fdf-e0e6-46eb-b2b9-21a35147cc06,CL,2.0,2.0,1.0,"Context was scored 2 because the prompt requires to convert the provided code snippet (string of markup language) to French hence providing clear locus of change and grounding evidence. Specificity (2): The goal is explicit and tightly scoped—to convert the provided strings to French—implicitly constraining the task to preserve keys, structure, and format of the XML entries. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions are specified. Someone can see the provided text converted to French instead of English and can tell but no formal structure or how to verify that the converted French is right.",5,922.0,6.827629235,1.0,,,closed,35.0,3.0,XML,,0.0,1.0,CL-29,5,open-learning-exchange/myplanet,2214,0,1,0,0,1,1,0
CL-30,https://github.com/hyprwm/hyprland/pull/3393,https://chat.openai.com/share/39f35dbd-57cf-4e1a-8b09-9161af605b65,CL,2.0,1.0,1.0,"Context was scored 2 because the prompt provides mark down code containing the code of conduct hence clear locus of change and grounding evidence. Specificity (1): The goal is clear—to rewrite the Code of Conduct to be more welcoming, friendly, and useful—but the prompt does not define scope constraints, stylistic rules, tone guidelines, or a required output format beyond qualitative intent. Verification was scored 1 because verification can be implicitly implied, but no explicit conditions are well specified beyond someone checking whether it's a more welcoming and friendly, better improved version than the original one.",4,115.0,4.753590191,1.0,,,closed,0.0,1.0,Markdown,,0.0,1.0,CL-30,4,hyprwm/hyprland,3393,0,1,0,0,1,1,0
CL-31,https://github.com/gemini-hlsw/scheduler/pull/428,https://chat.openai.com/share/1820dca2-0ac8-45da-82f7-dc81ae12325f,CL,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions python and gives code snippets with symbols and functions.This provides clear locus and concrete evidence. Specificity (1): The goal is clear—determine whether a list comprehension is recreated during the all() check—but the prompt does not impose additional constraints, required output format, or acceptance criteria beyond explanation. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the list comprehension [r.id for r in nc[night_idx].resources] is recreated for each resource in obs.required_resources()",4,50.0,3.931825633,1.0,,,closed,114.0,3.0,Python,,0.0,1.0,CL-31,4,gemini-hlsw/scheduler,428,0,1,0,0,1,1,0
CL-32,https://github.com/scratchdata/scratchdata/pull/134,https://chat.openai.com/share/1b1b2c58-6ee5-4b3f-b0f3-67260eb71780,CL,1.0,1.0,2.0,"Context was scored 1 because the prompt provides partial context by mentioning the programming language Go and how sqs message can be handled in it but does not include code snippets, files, function names. Specificity (1): The goal is clear—to provide an example of handling an SQS message in Go and ensuring failed processing is reported back to the queue—but the prompt does not define constraints such as retry strategy, visibility timeout configuration, error types, or a required output format beyond a general example. Verification was scored 2 because error conditions are present i.e if there’s an error the code can communicate that it didn’t work out.",4,0.0,0.0,1.0,,,closed,0.0,4.0,Go,,0.0,1.0,CL-32,4,scratchdata/scratchdata,134,0,1,0,0,1,1,0
CL-33,https://github.com/voicevox/voicevox/pull/1896,https://chat.openai.com/share/7dbf547f-6994-4234-9e21-a262291ae487,CL,2.0,2.0,1.0,"Context was scored 2 because the prompt provides typescript code snippets with functions and symbols to refactor.This provides clear locus and concrete evidence. Specificity (2): The goal is explicit and bounded—to refactor the given code to be more concise without increasing length—and includes constraints (maintain behavior, keep it concise, answer in Japanese). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checkd if the refactored code is more concise and readable and whether it still preserves the intent of the original code.",5,363.0,5.897153868,1.0,,,closed,2.0,48.0,TypeScript,,0.0,1.0,CL-33,5,voicevox/voicevox,1896,0,1,0,0,1,1,0
